Feature,VIF
co,56.025636569250864
aermr04,148.55371745537923
aermr05,216.91386188743152
aermr06,13.23093787833462
aermr09,159.139389958239
aermr07,768.8216178227264
aermr10,132.3606265738296
aermr08,852.5057117540678
no2,4.879327970403678
no,14.72796341947818
go3,4.02075881486417
so2,12.303115484335816
