Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),time,step,hybrid,latitude,longitude,valid_time,co,aermr04,aermr05,aermr06,aermr09,aermr07,aermr10,aermr08,no2,no,go3,q,so2,t,number,surface,u10,v10,d2m,t2m,sp
2016-01-01 05:30:00,518.08,801.0,246.33,93.315,358.41499999999996,159.25,15.73,1.77,7.8500000000000005,5.3,4.85,,,,,11.25,74.46000000000001,0.33499999999999996,138.5,,0.0,13.205,740.0,,2016-01-01 05:30:00,0 days,60.0,28.5,77.25,2016-01-01 05:30:00,4.753965e-06,7.2077455e-11,8.731149e-11,9.958967e-11,4.016158e-09,3.8864817e-07,7.890783e-09,2.9770177e-07,6.790375e-08,9.7372805e-08,9.999999e-15,0.006775687,1.4998818e-07,282.65347,0,0.0,1.4430847,-1.0546417,281.89624,282.8628,99278.81
2016-01-01 08:30:00,387.0,619.17,86.055,104.78,210.89499999999998,102.32,30.52,2.035,8.36,2.1399999999999997,1.5050000000000001,,,,,16.675,57.04,0.6699999999999999,163.455,,0.0,433.58,740.0,,2016-01-01 08:30:00,0 days,60.0,28.5,77.25,2016-01-01 08:30:00,4.4713183e-06,8.026291e-11,1.00499165e-10,1.3233148e-10,4.2387445e-09,3.7403947e-07,8.124765e-09,2.7348966e-07,6.340034e-08,8.371421e-08,2.927986e-09,0.0068266755,1.00298735e-07,283.04843,0,0.0,0.6074524,-1.8043365,281.92627,283.1604,99500.31
2016-01-01 11:30:00,234.83499999999998,505.5,80.02,131.675,226.61,102.51,96.85499999999999,1.37,24.685,0.655,1.63,,,,,22.79,37.0,1.0150000000000001,222.96,,0.0,446.75,740.0,,2016-01-01 11:30:00,0 days,60.0,28.5,77.25,2016-01-01 11:30:00,2.0345758e-06,1.4233592e-10,2.4806468e-10,5.8514615e-10,3.3321559e-09,2.0817134e-07,4.0943604e-09,1.1350744e-07,4.0003975e-08,7.712643e-09,9.205599e-08,0.0072209644,4.035428e-08,290.73264,0,0.0,0.5910034,-0.114486694,283.50708,291.8567,99539.31
2016-01-01 14:30:00,144.42,440.17,80.41499999999999,120.42500000000001,217.06,66.36,27.869999999999997,0.5399999999999999,27.355,0.33,0.5800000000000001,,,,,24.56,24.54,0.92,235.33499999999998,,0.0,422.5,740.0,,2016-01-01 14:30:00,0 days,60.0,28.5,77.25,2016-01-01 14:30:00,1.0973106e-06,4.804406e-10,9.0892627e-10,9.2109076e-10,2.3411726e-09,1.2822369e-07,2.686786e-09,6.288968e-08,1.5267355e-08,1.7722641e-09,1.2566377e-07,0.0056778314,2.4532255e-08,294.2937,0,0.0,1.621933,-0.466568,280.7307,296.06177,99304.56
2016-01-01 17:30:00,254.58499999999998,839.25,351.155,181.92000000000002,257.191875,92.25,36.875,3.5300000000000002,11.295,0.515,0.795,,,,,18.64,44.585,0.48,187.0,,0.0,42.75,740.0,,2016-01-01 17:30:00,0 days,60.0,28.5,77.25,2016-01-01 17:30:00,2.2870229e-06,4.9351456e-10,8.035954e-10,1.2994406e-10,4.0555035e-09,2.5372955e-07,9.9808375e-09,1.953201e-07,6.373558e-08,1.4973693e-08,2.0371929e-09,0.0063542454,8.471466e-08,292.75754,0,0.0,1.0718231,-2.1438293,283.03125,292.85132,99321.375
2016-01-01 20:30:00,480.0,923.0,441.231,238.325,227.083125,144.93,38.73,9.435,10.55,6.91,20.73,,,,,15.24,57.88,0.31,225.545,,0.0,12.545,740.0,,2016-01-01 20:30:00,0 days,60.0,28.5,77.25,2016-01-01 20:30:00,5.0773806e-06,3.6848746e-10,4.4465764e-10,9.97602e-11,6.7792927e-09,4.6425828e-07,1.8486206e-08,3.8856828e-07,6.236494e-08,1.1010104e-07,2.8000622e-13,0.0065478496,1.5327277e-07,287.8787,0,0.0,0.9687195,-2.599884,281.86377,285.20386,99458.06
2016-01-01 23:30:00,480.0,923.0,330.633,148.255,196.97437499999998,139.68,30.53,2.87,15.18,9.735,29.200000000000003,,,,,13.469999999999999,63.335,0.3,85.17,,0.0,12.540000000000001,740.0,,2016-01-01 23:30:00,0 days,60.0,28.5,77.25,2016-01-01 23:30:00,6.5078993e-06,2.6912517e-10,2.977174e-10,1.0356871e-10,6.5009385e-09,4.9945135e-07,1.6002321e-08,4.0702912e-07,8.0668315e-08,1.5228176e-07,9.999999e-15,0.006554585,2.143164e-07,284.81308,0,0.0,0.7314453,-2.3031158,281.8203,283.61597,99534.5
2016-01-02 02:30:00,291.83,421.91499999999996,86.425,83.86,192.74,92.6,3.55,2.0808333333333335,12.120000000000001,0.765,0.515,,,,,12.385,59.21,0.3,79.5,,0.0,12.46,740.0,,2016-01-02 02:30:00,0 days,60.0,28.5,77.25,2016-01-02 02:30:00,6.334265e-06,1.925855e-10,2.3567281e-10,9.032419e-11,5.077929e-09,4.4843648e-07,1.0682204e-08,3.509154e-07,8.72232e-08,1.4517207e-07,2.246315e-11,0.0063654906,2.1780414e-07,283.0074,0,0.0,0.8716583,-1.8943329,281.521,283.18652,99466.81
2016-01-02 05:30:00,311.75,527.085,132.19,72.43,245.035,120.695,11.0625,1.9858333333333333,10.120000000000001,1.4849999999999999,0.8400000000000001,,,,,11.149999999999999,65.58500000000001,0.31,106.54499999999999,,0.0,13.21,740.0,,2016-01-02 05:30:00,0 days,60.0,28.5,77.25,2016-01-02 05:30:00,6.8978006e-06,1.813305e-10,2.0389734e-10,9.993073e-11,5.017993e-09,4.7968547e-07,9.69872e-09,3.69814e-07,8.225387e-08,1.6099767e-07,1.980572e-11,0.0062555633,1.6960047e-07,281.87317,0,0.0,1.1016693,-1.6886749,280.18677,281.69067,99458.25
2016-01-02 08:30:00,568.5,580.0,151.495,125.83500000000001,319.76500000000004,94.285,124.715,2.645,15.34,3.0300000000000002,0.97,,,,,15.64,54.255,0.74,140.33499999999998,,0.0,424.375,740.0,,2016-01-02 08:30:00,0 days,60.0,28.5,77.25,2016-01-02 08:30:00,6.870363e-06,1.652154e-10,1.9332447e-10,1.3858426e-10,5.3439653e-09,4.6840069e-07,1.0252666e-08,3.4519172e-07,8.813742e-08,1.4781102e-07,2.745007e-09,0.006374303,1.0558108e-07,281.75888,0,0.0,1.482605,-1.4032745,280.7683,282.27344,99581.56
2016-01-02 11:30:00,364.91499999999996,656.085,68.395,124.195,204.04000000000002,95.75999999999999,62.870000000000005,0.505,27.775,1.03,1.045,,,,,22.305,35.04,1.2,259.755,,0.0,450.875,740.0,,2016-01-02 11:30:00,0 days,60.0,28.5,77.25,2016-01-02 11:30:00,2.2174893e-06,2.2720315e-10,4.1730175e-10,4.764047e-10,3.97797e-09,2.2116109e-07,3.796149e-09,1.0162887e-07,4.4544045e-08,6.1470473e-09,1.1473002e-07,0.007107005,3.3252718e-08,290.7333,0,0.0,1.1928711,-1.0284576,282.25684,292.55176,99567.19
2016-01-02 14:30:00,196.0,494.92,89.75,119.6,229.115,73.31500000000001,32.269999999999996,1.5699999999999998,33.47,0.395,0.49,,,,,22.505000000000003,30.54,1.905,281.375,,0.0,429.415,740.0,,2016-01-02 14:30:00,0 days,60.0,28.5,77.25,2016-01-02 14:30:00,1.1327012e-06,4.2282977e-10,7.853487e-10,6.0163075e-10,2.7219285e-09,1.3601453e-07,2.4249935e-09,5.503398e-08,1.5543373e-08,1.3939143e-09,1.2803869e-07,0.00510633,2.106026e-08,294.05045,0,0.0,2.2506104,-1.6111145,280.32666,295.82056,99244.0
2016-01-02 17:30:00,168.0,581.67,165.97,126.33500000000001,307.81,71.12,35.175,2.4749999999999996,19.095,0.4600000000000001,0.68,,,,,18.115000000000002,41.96,1.04,287.785,,0.0,40.13,740.0,,2016-01-02 17:30:00,0 days,60.0,28.5,77.25,2016-01-02 17:30:00,1.9485456e-06,3.7367442e-10,6.2453864e-10,1.1755219e-10,3.8601433e-09,2.2165398e-07,7.563862e-09,1.4798195e-07,6.076676e-08,2.591662e-09,1.81174e-08,0.006121973,6.769483e-08,291.7351,0,0.0,1.994461,-1.3477631,282.354,292.61255,99234.625
2016-01-02 20:30:00,271.71000000000004,587.0849999999999,200.14999999999998,123.63,333.66499999999996,109.955,25.3575,2.975,14.035,1.1600000000000001,1.63,,,,,15.69,56.96,0.7150000000000001,274.66499999999996,,0.0,12.625,740.0,,2016-01-02 20:30:00,0 days,60.0,28.5,77.25,2016-01-02 20:30:00,2.675504e-06,2.6238922e-10,3.9048587e-10,9.390533e-11,4.5339386e-09,2.7841435e-07,9.20458e-09,1.9609973e-07,7.491598e-08,1.3051704e-08,3.9879025e-09,0.0062829372,9.252483e-08,286.9823,0,0.0,2.021576,-1.5205231,282.23877,287.08423,99367.31
2016-01-02 23:30:00,363.25,963.085,340.675,138.26500000000001,426.4925,109.6,14.365,3.0799999999999996,20.22,3.0549999999999997,5.955,,,,,13.15,66.25,0.315,234.54000000000002,,0.0,12.54,740.0,,2016-01-02 23:30:00,0 days,60.0,28.5,77.25,2016-01-02 23:30:00,2.6336058e-06,2.2481572e-10,3.1246827e-10,9.697487e-11,3.945382e-09,2.6110155e-07,6.6815e-09,1.7426112e-07,8.015359e-08,9.271389e-09,3.9314427e-09,0.0062475028,1.04209306e-07,284.7199,0,0.0,2.2431488,-1.1988525,281.7373,284.98022,99329.5
2016-01-03 02:30:00,428.16499999999996,688.92,217.255,91.445,357.055,113.88,50.38,1.75,12.965,2.2,1.77,,,,,11.865,72.625,0.91,237.955,,0.0,12.415,740.0,,2016-01-03 02:30:00,0 days,60.0,28.5,77.25,2016-01-03 02:30:00,2.6336743e-06,2.238778e-10,3.03487e-10,1.6643753e-10,3.2927554e-09,2.4640025e-07,4.7807553e-09,1.6218547e-07,8.066575e-08,8.646907e-09,3.5694925e-09,0.006043843,1.08357824e-07,283.25842,0,0.0,2.3982391,-0.82888794,280.8767,283.70947,99234.0
2016-01-03 05:30:00,374.75,628.585,178.05,89.265,322.99,121.155,13.74,0.78,7.305,1.635,1.5550000000000002,,,,,11.754999999999999,73.375,0.495,278.63,,0.0,13.085,740.0,,2016-01-03 05:30:00,0 days,60.0,28.5,77.25,2016-01-03 05:30:00,2.5836168e-06,3.2855496e-10,4.735057e-10,3.489049e-10,3.726326e-09,2.7712383e-07,4.6199986e-09,1.7097636e-07,1.0061034e-07,9.136784e-09,2.9533667e-09,0.006161625,9.1962704e-08,282.36404,0,0.0,2.532959,-1.3209839,280.41064,282.82153,99216.875
2016-01-03 08:30:00,344.58,611.915,187.62,92.58,338.73,86.58000000000001,16.35,1.9900000000000002,9.195,1.5350000000000001,0.45999999999999996,,,,,14.535,66.625,1.435,286.715,,0.0,362.285,740.0,,2016-01-03 08:30:00,0 days,60.0,28.5,77.25,2016-01-03 08:30:00,2.5134493e-06,3.7749714e-10,5.417178e-10,3.1627678e-10,3.8163765e-09,2.6941893e-07,4.961798e-09,1.6122237e-07,6.706755e-08,1.5406329e-08,1.8007535e-08,0.006098857,7.054848e-08,282.93063,0,0.0,2.8044586,-1.6614075,280.13916,283.14062,99346.81
2016-01-03 11:30:00,275.91499999999996,576.415,62.08,99.88,173.75,88.225,22.795,1.365,29.325,0.65,0.325,,,,,20.979999999999997,39.59,1.7650000000000001,279.0,,0.0,453.245,740.0,,2016-01-03 11:30:00,0 days,60.0,28.5,77.25,2016-01-03 11:30:00,1.5870983e-06,3.3158187e-10,4.8535753e-10,1.9963409e-10,3.214808e-09,1.8125576e-07,2.9967993e-09,7.947182e-08,2.4160665e-08,2.7465745e-09,1.2251485e-07,0.006786689,3.2605044e-08,290.5785,0,0.0,2.74794,-1.3911438,282.18823,290.989,99304.44
2016-01-03 14:30:00,177.66500000000002,491.91499999999996,101.91499999999999,121.68,247.59,72.72999999999999,19.755000000000003,1.2349999999999999,32.705,0.38,0.36,,,,,23.08,29.79,1.945,278.415,,0.0,424.41499999999996,740.0,,2016-01-03 14:30:00,0 days,60.0,28.5,77.25,2016-01-03 14:30:00,1.0638134e-06,2.681304e-10,4.03233e-10,2.9950797e-10,2.383583e-09,1.2405667e-07,2.2981013e-09,5.1628604e-08,1.2049038e-08,9.785168e-10,1.4661342e-07,0.006073797,2.2124254e-08,294.51334,0,0.0,3.1469727,-1.5928345,281.42188,295.7312,98981.06
2016-01-03 17:30:00,225.17000000000002,667.085,296.475,152.495,465.78499999999997,72.145,26.380000000000003,3.0599999999999996,12.435,0.5549999999999999,0.525,,,,,18.265,41.625,0.73,247.20999999999998,,0.0,40.790000000000006,740.0,,2016-01-03 17:30:00,0 days,60.0,28.5,77.25,2016-01-03 17:30:00,1.6839361e-06,2.8354918e-10,3.9572967e-10,1.5040769e-10,3.352758e-09,1.928056e-07,6.4381354e-09,1.2582518e-07,5.161207e-08,1.072749e-09,3.566182e-08,0.00657321,6.0715365e-08,292.0252,0,0.0,1.9926758,-0.91282654,283.22705,292.79858,98975.875
2016-01-03 20:30:00,446.0,740.0,389.8988888888889,210.765,463.9683333333333,119.935,24.6,7.69,10.254999999999999,5.6,11.754999999999999,,,,,14.775,56.835,0.3,217.91500000000002,,0.0,12.545,740.0,,2016-01-03 20:30:00,0 days,60.0,28.5,77.25,2016-01-03 20:30:00,3.520146e-06,2.6521718e-10,2.9659475e-10,1.2761348e-10,5.2230007e-09,3.4786342e-07,1.3012269e-08,2.7598213e-07,6.704261e-08,5.27246e-08,1.1764414e-09,0.006716261,1.2323892e-07,287.6697,0,0.0,2.2508087,-0.702301,282.6289,286.39478,99144.875
2016-01-03 23:30:00,485.0,740.0,416.8855555555556,164.525,429.33433333333335,118.9,20.03,4.27,8.92,7.38,16.5,,,,,12.81,65.955,0.345,136.625,,0.0,12.754999999999999,740.0,,2016-01-03 23:30:00,0 days,60.0,28.5,77.25,2016-01-03 23:30:00,4.2954025e-06,2.8441605e-10,3.2565595e-10,3.8539838e-10,4.9146394e-09,3.7387485e-07,1.1298077e-08,2.9555827e-07,7.369642e-08,8.1613905e-08,6.144021e-10,0.006637522,1.6994713e-07,285.27338,0,0.0,2.0266418,-1.0883636,281.80518,284.65552,99233.56
2016-01-04 02:30:00,485.0,740.0,443.87222222222226,94.94,394.70033333333333,130.22,14.155,3.795,29.87,6.83,13.185,,,,,11.405,72.54,0.46,196.125,,0.0,12.29,740.0,,2016-01-04 02:30:00,0 days,60.0,28.5,77.25,2016-01-04 02:30:00,5.383086e-06,3.1457148e-10,3.5009862e-10,5.054517e-10,4.4541615e-09,4.1860767e-07,9.698887e-09,3.3427426e-07,7.399991e-08,1.2419798e-07,3.5685876e-10,0.006489053,2.1768707e-07,284.08072,0,0.0,2.0912018,-1.4297943,281.6726,283.16846,99178.25
2016-01-04 05:30:00,533.92,740.0,445.12,108.2,360.0663333333333,144.82,13.46,1.455,19.155,5.78,7.96,,,,,10.985,74.67,0.375,185.20999999999998,,0.0,13.085,740.0,,2016-01-04 05:30:00,0 days,60.0,28.5,77.25,2016-01-04 05:30:00,6.9415046e-06,3.3125502e-10,3.3600145e-10,5.442189e-10,4.4369237e-09,4.846539e-07,9.74287e-09,3.896497e-07,9.501057e-08,1.8267679e-07,1.8228315e-11,0.006663857,1.8719578e-07,283.09744,0,0.0,1.646759,-1.4988708,281.68286,282.58447,99134.06
2016-01-04 08:30:00,562.25,740.0,355.21999999999997,155.555,325.43233333333336,140.70499999999998,22.72,2.8,116.185,6.205,9.475,,,,,15.4,65.46000000000001,0.545,179.33499999999998,,0.0,415.335,740.0,,2016-01-04 08:30:00,0 days,60.0,28.5,77.25,2016-01-04 08:30:00,9.125355e-06,3.286118e-10,2.712568e-10,5.830998e-10,5.4041074e-09,5.7218745e-07,1.3185897e-08,4.6394723e-07,1.1573041e-07,2.261281e-07,2.0299595e-09,0.0067157364,1.1714849e-07,283.32965,0,0.0,0.7192688,0.27191162,281.43726,283.45435,99351.5
2016-01-04 11:30:00,506.66999999999996,789.0,21.425,163.16,174.635,121.36000000000001,53.489999999999995,0.6166666666666667,33.99,2.44,2.485,,,,,21.605,39.16,1.635,126.745,,0.0,440.58000000000004,740.0,,2016-01-04 11:30:00,0 days,60.0,28.5,77.25,2016-01-04 11:30:00,2.2399327e-06,4.3351633e-10,8.513439e-10,2.5138434e-09,2.878041e-09,1.7852597e-07,3.4383731e-09,9.356859e-08,5.6109435e-08,7.690133e-09,1.0531519e-07,0.0074379896,3.4321033e-08,291.8796,0,0.0,-0.6397705,0.29821777,282.39404,292.6233,99366.56
2016-01-04 14:30:00,293.33,514.25,6.6899999999999995,136.405,130.65,88.16499999999999,46.040000000000006,2.0,48.615,1.065,1.9849999999999999,,,,,23.045,29.21,1.47,130.96,,0.0,405.875,740.0,,2016-01-04 14:30:00,0 days,60.0,28.5,77.25,2016-01-04 14:30:00,1.4145928e-06,5.156835e-10,1.0245316e-09,2.1823325e-09,2.2057716e-09,1.2309545e-07,2.489731e-09,5.789491e-08,2.0701373e-08,1.5248673e-09,1.5490875e-07,0.0067138416,2.5503823e-08,294.9759,0,0.0,-0.49371338,-0.088638306,282.48242,296.6482,99056.06
2016-01-04 17:30:00,397.5,654.0,336.214,198.305,449.1458333333333,92.955,45.355000000000004,4.15,10.120000000000001,1.775,5.505,,,,,18.395,46.165,0.39,183.70999999999998,,0.0,29.375,740.0,,2016-01-04 17:30:00,0 days,60.0,28.5,77.25,2016-01-04 17:30:00,2.7184794e-06,4.3317527e-10,7.1956663e-10,2.1083224e-10,4.031861e-09,2.5747636e-07,1.03201145e-08,2.0131085e-07,7.298444e-08,1.1745769e-08,2.888423e-09,0.00743937,8.765642e-08,293.843,0,0.0,-1.4633484,0.03665161,283.82812,294.7107,99066.81
2016-01-04 20:30:00,548.0,654.0,438.118,195.20499999999998,434.60083333333336,158.32999999999998,30.04,5.38,11.955,6.25,24.845,,,,,16.875,55.915,0.41000000000000003,192.91500000000002,,0.0,12.67,740.0,,2016-01-04 20:30:00,0 days,60.0,28.5,77.25,2016-01-04 20:30:00,5.1401266e-06,3.62256e-10,4.5160675e-10,3.2537173e-10,6.3541723e-09,4.3294324e-07,1.7098898e-08,3.5870278e-07,7.240738e-08,8.545092e-08,4.6671103e-09,0.0075923465,1.381566e-07,290.13132,0,0.0,-1.414032,1.6283264,283.97095,289.583,99271.06
2016-01-04 23:30:00,518.165,660.585,189.75,128.935,334.01,145.56,28.04,1.285,19.22,5.445,26.784999999999997,,,,,17.055,58.58,1.57,107.17,,0.0,12.415,740.0,,2016-01-04 23:30:00,0 days,60.0,28.5,77.25,2016-01-04 23:30:00,7.2666926e-06,3.516334e-10,3.4395953e-10,2.617071e-10,6.712371e-09,5.296398e-07,1.7145261e-08,4.3909495e-07,9.00453e-08,1.5099391e-07,9.999999e-15,0.0076270914,2.2970153e-07,288.53223,0,0.0,-0.8458557,1.4339905,284.26538,288.1272,99300.94
2016-01-05 02:30:00,397.75,664.83,158.905,98.875,305.215,106.66,32.68,1.705,12.184999999999999,0.8600000000000001,5.01,,,,,14.95,62.08,0.6,209.545,,0.0,12.375,740.0,,2016-01-05 02:30:00,0 days,60.0,28.5,77.25,2016-01-05 02:30:00,9.678881e-06,3.1269565e-10,2.2077984e-10,2.582965e-10,6.212021e-09,5.945667e-07,1.4801827e-08,4.8868526e-07,1.01953596e-07,2.235825e-07,9.999999e-15,0.00771586,2.9267648e-07,286.72668,0,0.0,-1.534378,1.0721893,283.60986,287.8872,99146.81
2016-01-05 05:30:00,423.08500000000004,744.0,345.6525,109.91,469.97749999999996,158.345,28.48,3.4050000000000002,54.10000000000001,2.725,11.129999999999999,,,,,13.35,70.53999999999999,0.31,131.875,,0.0,12.83,740.0,,2016-01-05 05:30:00,0 days,60.0,28.5,77.25,2016-01-05 05:30:00,8.070814e-06,3.2329694e-10,3.1752734e-10,3.101377e-10,4.9172453e-09,4.807773e-07,9.872821e-09,3.7068992e-07,1.1997673e-07,1.6051825e-07,9.999999e-15,0.007932137,1.6970768e-07,286.60123,0,0.0,-1.654953,1.4093475,283.31592,286.59546,99062.0
2016-01-05 08:30:00,556.0,819.0,225.41500000000002,151.82,296.8625,128.94,75.21000000000001,4.109999999999999,85.415,4.315,17.285,,,,,17.085,61.875,0.79,124.375,,0.0,407.955,740.0,,2016-01-05 08:30:00,0 days,60.0,28.5,77.25,2016-01-05 08:30:00,8.839131e-06,3.2051162e-10,2.794991e-10,3.659011e-10,5.4269833e-09,5.154063e-07,1.1832114e-08,3.9968063e-07,1.1433378e-07,1.6635482e-07,2.0475526e-09,0.008002261,1.1010786e-07,285.77924,0,0.0,-0.8141632,1.2366638,283.39746,285.82495,99225.5
2016-01-05 11:30:00,391.58,805.06,13.245000000000001,125.165,129.59,136.33,64.29375,1.475,28.265,1.47,3.135,,,,,23.759999999999998,36.25,1.955,119.17,,0.0,436.71000000000004,740.0,,2016-01-05 11:30:00,0 days,60.0,28.5,77.25,2016-01-05 11:30:00,2.8049421e-06,5.138503e-10,8.6086516e-10,1.4058799e-09,3.814657e-09,2.2349025e-07,4.167717e-09,1.1193117e-07,5.5908323e-08,5.967479e-09,1.2511086e-07,0.008829918,4.061735e-08,293.8769,0,0.0,-0.32284546,0.8417053,283.72485,295.0564,99187.625
2016-01-05 14:30:00,344.0,630.17,6.595,130.49,125.285,109.28999999999999,33.23625,2.145,38.935,0.415,0.5549999999999999,,,,,24.79,37.205,2.125,99.5,,0.0,402.33,740.0,,2016-01-05 14:30:00,0 days,60.0,28.5,77.25,2016-01-05 14:30:00,1.398664e-06,6.003944e-10,1.0744259e-09,1.253909e-09,2.7879317e-09,1.3951649e-07,2.4719284e-09,5.6428235e-08,1.5878848e-08,9.812595e-10,1.7023817e-07,0.008213834,2.3550115e-08,296.94504,0,0.0,0.27931213,0.17874146,283.17627,299.06104,98863.375
2016-01-05 17:30:00,346.67,883.415,260.46500000000003,185.02499999999998,304.715,140.86,39.03,3.8449999999999998,8.745,2.62,6.4,,,,,20.725,49.875,0.375,171.83499999999998,,0.0,28.46,740.0,,2016-01-05 17:30:00,0 days,60.0,28.5,77.25,2016-01-05 17:30:00,2.825839e-06,5.926779e-10,8.957102e-10,1.412559e-10,4.838096e-09,2.927335e-07,1.1237596e-08,2.180281e-07,6.889017e-08,1.7572688e-08,1.5180988e-09,0.008635077,9.346917e-08,295.75327,0,0.0,-0.9071045,-0.7482605,285.98022,297.13965,98797.56
2016-01-05 20:30:00,474.58,885.3821428571429,405.18833333333333,167.60500000000002,349.805,139.745,23.02,6.734999999999999,11.525,8.455,24.770000000000003,,,,,17.835,64.21000000000001,0.3,213.33,,0.0,12.585,740.0,,2016-01-05 20:30:00,0 days,60.0,28.5,77.25,2016-01-05 20:30:00,6.292375e-06,5.234284e-10,5.3513816e-10,1.9042545e-10,7.97216e-09,5.3597506e-07,2.1489647e-08,4.4626393e-07,6.661715e-08,1.3044499e-07,5.706658e-11,0.008703855,1.6259588e-07,291.1134,0,0.0,-1.5948029,-1.2024994,286.31616,291.56665,98972.81
2016-01-05 23:30:00,588.375,834.2407142857143,397.99833333333333,137.45,394.895,187.925,22.985,4.779999999999999,36.875,6.855,22.96,,,,,17.115000000000002,65.125,0.3,97.045,,0.0,12.629999999999999,740.0,,2016-01-05 23:30:00,0 days,60.0,28.5,77.25,2016-01-05 23:30:00,8.947713e-06,4.724825e-10,3.6554582e-10,1.844569e-10,8.277256e-09,6.2821886e-07,2.0834683e-08,5.1790335e-07,9.371185e-08,2.0614806e-07,5.855872e-11,0.008553861,2.531653e-07,288.57193,0,0.0,-1.004715,-1.3634491,286.03223,289.96826,99031.125
2016-01-06 02:30:00,442.08500000000004,959.0,301.41999999999996,99.08,437.525,174.85000000000002,22.415,1.8399999999999999,66.925,4.65,11.42,,,,,15.305,69.005,0.3,153.79000000000002,,0.0,12.75,740.0,,2016-01-06 02:30:00,0 days,60.0,28.5,77.25,2016-01-06 02:30:00,1.1143527e-05,4.3158366e-10,2.8705927e-10,2.0702373e-10,7.2949433e-09,6.5569355e-07,1.6681973e-08,5.295505e-07,1.13605076e-07,2.660338e-07,1.8708168e-10,0.008327837,3.0848338e-07,286.9666,0,0.0,-1.2755585,-2.0447083,285.32935,286.96094,98987.875
2016-01-06 05:30:00,496.5,959.0,444.71000000000004,92.23,486.895,146.33999999999997,16.285,2.68,30.015,2.7350000000000003,6.665,,,,,14.469999999999999,73.0,0.375,141.41500000000002,,0.0,12.54,740.0,,2016-01-06 05:30:00,0 days,60.0,28.5,77.25,2016-01-06 05:30:00,8.298394e-06,4.670824e-10,5.0999915e-10,3.6561687e-10,5.545555e-09,4.9491274e-07,1.0276615e-08,3.6883688e-07,1.4402345e-07,1.603155e-07,5.5133904e-11,0.008186632,1.6851118e-07,286.33386,0,0.0,-1.021759,-1.4702606,284.42554,286.7937,98964.375
2016-01-06 08:30:00,552.5,785.5,226.23000000000002,138.25,320.0,159.45000000000002,80.32,2.025,22.995,3.35,8.06,,,,,17.509999999999998,62.46,1.7550000000000001,112.78999999999999,,0.0,388.63,740.0,,2016-01-06 08:30:00,0 days,60.0,28.5,77.25,2016-01-06 08:30:00,8.251419e-06,4.3576165e-10,4.6316018e-10,3.9608494e-10,5.6843668e-09,4.9202004e-07,1.1032405e-08,3.6432817e-07,1.2584941e-07,1.40378e-07,1.9984683e-09,0.0082181925,1.0772976e-07,286.1408,0,0.0,-1.8955231,-0.38742065,284.261,286.52417,99155.56
2016-01-06 11:30:00,313.665,443.585,14.065000000000001,103.82,113.775,101.85499999999999,43.650000000000006,1.4649999999999999,10.44,0.72,1.615,,,,,22.39,45.125,2.41,121.01,,0.0,432.585,740.0,,2016-01-06 11:30:00,0 days,60.0,28.5,77.25,2016-01-06 11:30:00,3.137572e-06,5.035332e-10,8.2209795e-10,9.660255e-10,4.019377e-09,2.3559215e-07,4.518178e-09,1.2124707e-07,6.6199256e-08,5.234469e-09,1.118624e-07,0.009121043,4.2717716e-08,293.08252,0,0.0,-1.7291107,0.5479889,286.3098,294.2151,99162.06
2016-01-06 14:30:00,172.17,433.31,6.07,74.545,74.7,101.845,22.1,1.75,25.21,0.275,0.44499999999999995,,,,,23.549999999999997,42.665,2.71,88.0,,0.0,403.375,740.0,,2016-01-06 14:30:00,0 days,60.0,28.5,77.25,2016-01-06 14:30:00,1.5447339e-06,5.2268945e-10,8.9633545e-10,1.1354189e-09,3.0026115e-09,1.456375e-07,2.479183e-09,5.60039e-08,2.0490782e-08,9.557368e-10,1.484243e-07,0.009018564,2.4752921e-08,296.215,0,0.0,-1.830368,0.68984985,287.01294,297.79297,98854.31
2016-01-06 17:30:00,221.92,573.87,130.47,130.36,294.16999999999996,136.7,40.595,3.3099999999999996,6.890000000000001,1.035,7.68,,,,,20.955,53.705,1.2149999999999999,128.755,,0.0,34.335,740.0,,2016-01-06 17:30:00,0 days,60.0,28.5,77.25,2016-01-06 17:30:00,2.4763917e-06,4.950991e-10,7.7551476e-10,4.5844217e-10,4.281855e-09,2.4403698e-07,8.231304e-09,1.6202063e-07,6.438106e-08,3.1316034e-09,2.6066212e-08,0.009637841,6.988e-08,293.8691,0,0.0,-1.2976532,-1.3032379,288.0581,293.781,98846.44
